province,province_name,model,test_norm_mae,test_norm_rmse,test_norm_r2,val_norm_mae,best_epoch,final_gap,mamba_mae,mamba_rmse,mamba_r2,delta_mae_vs_mamba,delta_rmse_vs_mamba,delta_r2_vs_mamba,start,end,n_hours,coverage_ratio,max_gap_h,aqi_mean,aqi_std,aqi_cv,aqi_iqr,aqi_skew,aqi_kurtosis,diff_abs_mean,diff_abs_p90,diff_abs_p95,spike_rate,spike_threshold,direction_change_rate,autocorr_1h,autocorr_12h,autocorr_24h,autocorr_168h,hist_entropy
ha_noi,TP. Hà Nội,transformer,0.2778211236000061,0.4224688094944873,0.8380014300346375,0.16039787232875824,18,0.005352855111272158,0.27015063166618347,0.43584380698277175,0.8275815844535828,0.007670491933822632,-0.013374997488284468,0.010419845581054688,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,128.58168903522446,37.2075016519682,0.28936858685823724,57.75,0.5301956025859509,-0.10701691041671113,3.5866561329416546,11.0,19.0,0.10378847671665352,11.0,0.11995696611081226,0.9797938805879502,0.5849263508143228,0.6370909759067767,0.30316608191335104,2.956622625654561
ha_tinh,Hà Tĩnh,lstm,0.2381870597600937,0.35525298644306513,0.833484411239624,0.12861445546150208,15,0.012052873706018211,0.2127477079629898,0.3441588939273191,0.8437221646308899,0.025439351797103882,0.011094092515746057,-0.01023775339126587,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,76.32399368587214,23.428861854108032,0.3069658795703821,32.0,0.8469088558955471,0.22525837959218586,1.7481247532570074,4.0,8.0,0.042620363062352014,10.0,0.14620253164556962,0.9871960339044407,0.7639496989311011,0.7109465982945541,0.4594507951286196,2.902563154424428
ha_tinh,Hà Tĩnh,mamba,0.2127477079629898,0.3441588939273191,0.8437221646308899,0.11564258486032486,20,0.005455586218041007,0.2127477079629898,0.3441588939273191,0.8437221646308899,0.0,0.0,0.0,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,76.32399368587214,23.428861854108032,0.3069658795703821,32.0,0.8469088558955471,0.22525837959218586,1.7481247532570074,4.0,8.0,0.042620363062352014,10.0,0.14620253164556962,0.9871960339044407,0.7639496989311011,0.7109465982945541,0.4594507951286196,2.902563154424428
ha_tinh,Hà Tĩnh,transformer,0.20040419697761536,0.3310553964252815,0.8553958535194397,0.12572267651557922,22,0.0033258987866891555,0.2127477079629898,0.3441588939273191,0.8437221646308899,-0.01234351098537445,-0.013103497502037598,0.011673688888549805,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,76.32399368587214,23.428861854108032,0.3069658795703821,32.0,0.8469088558955471,0.22525837959218586,1.7481247532570074,4.0,8.0,0.042620363062352014,10.0,0.14620253164556962,0.9871960339044407,0.7639496989311011,0.7109465982945541,0.4594507951286196,2.902563154424428
hai_phong,TP. Hải Phòng,lstm,0.3219946026802063,0.4627785526887121,0.7076267004013062,0.12488079816102982,8,0.013408980205652142,0.22795405983924866,0.4158479415293588,0.7639193534851074,0.09404054284095764,0.04693061115935332,-0.05629265308380127,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,83.9889502792539,29.366113299796343,0.34964258038893553,37.0,1.4776047488704722,2.6386713074090946,2.8286616660086854,9.800000000000182,16.0,0.10023677979479084,10.0,0.12462552426602756,0.9782141373970135,0.4347810817378371,0.5381273653869215,0.1537095237345314,2.657267114210794
hai_phong,TP. Hải Phòng,mamba,0.22795405983924866,0.4158479415293588,0.7639193534851074,0.10435761511325836,39,0.010278224082431748,0.22795405983924866,0.4158479415293588,0.7639193534851074,0.0,0.0,0.0,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,83.9889502792539,29.366113299796343,0.34964258038893553,37.0,1.4776047488704722,2.6386713074090946,2.8286616660086854,9.800000000000182,16.0,0.10023677979479084,10.0,0.12462552426602756,0.9782141373970135,0.4347810817378371,0.5381273653869215,0.1537095237345314,2.657267114210794
hai_phong,TP. Hải Phòng,transformer,0.2720481753349304,0.4856316815411271,0.6780374646186829,0.12778371572494507,6,-0.00014195114028515282,0.22795405983924866,0.4158479415293588,0.7639193534851074,0.04409411549568176,0.06978374001176835,-0.08588188886642456,2026-03-03 10:00:00,2026-06-16 23:00:00,2534,1.0,1.0,83.9889502792539,29.366113299796343,0.34964258038893553,37.0,1.4776047488704722,2.6386713074090946,2.8286616660086854,9.800000000000182,16.0,0.10023677979479084,10.0,0.12462552426602756,0.9782141373970135,0.4347810817378371,0.5381273653869215,0.1537095237345314,2.657267114210794
ho_chi_minh,TP. Hồ Chí Minh,lstm,0.23419764637947083,0.37477953708664064,0.9010684490203857,0.23790740966796875,18,0.08205992773894931,0.19185499846935272,0.30685841061022795,0.9336777925491333,0.0423426479101181,0.06792112647641269,-0.03260934352874756,2026-03-04 01:00:00,2026-06-17 18:00:00,2538,1.0,1.0,87.32466509062253,30.295642691450333,0.34693110657808485,44.0,0.9357403786589811,-0.26446585314443105,1.5490737091052424,3.0,8.0,0.041371158392434985,10.0,0.16851441241685144,0.9920226496123611,0.8802042474439394,0.8384977847827797,0.5695753150314955,3.076080935568685
ho_chi_minh,TP. Hồ Chí Minh,mamba,0.19185499846935272,0.30685841061022795,0.9336777925491333,0.2154502123594284,10,0.052693483353351334,0.19185499846935272,0.30685841061022795,0.9336777925491333,0.0,0.0,0.0,2026-03-04 01:00:00,2026-06-17 18:00:00,2538,1.0,1.0,87.32466509062253,30.295642691450333,0.34693110657808485,44.0,0.9357403786589811,-0.26446585314443105,1.5490737091052424,3.0,8.0,0.041371158392434985,10.0,0.16851441241685144,0.9920226496123611,0.8802042474439394,0.8384977847827797,0.5695753150314955,3.076080935568685
ho_chi_minh,TP. Hồ Chí Minh,transformer,0.192643404006958,0.33464864291561836,0.9211210608482361,0.22465309500694275,16,0.060872627793857714,0.19185499846935272,0.30685841061022795,0.9336777925491333,0.0007884055376052856,0.027790232305390405,-0.012556731700897217,2026-03-04 01:00:00,2026-06-17 18:00:00,2538,1.0,1.0,87.32466509062253,30.295642691450333,0.34693110657808485,44.0,0.9357403786589811,-0.26446585314443105,1.5490737091052424,3.0,8.0,0.041371158392434985,10.0,0.16851441241685144,0.9920226496123611,0.8802042474439394,0.8384977847827797,0.5695753150314955,3.076080935568685
